ImageId,ClassType,MultipolygonWKT
6020_0_4,9,GEOMETRYCOLLECTION EMPTY
6020_0_4,10,GEOMETRYCOLLECTION EMPTY
6020_0_0,1,GEOMETRYCOLLECTION EMPTY
6020_0_0,2,GEOMETRYCOLLECTION EMPTY
6020_0_0,3,GEOMETRYCOLLECTION EMPTY
6020_0_0,4,GEOMETRYCOLLECTION EMPTY
6020_0_0,5,GEOMETRYCOLLECTION EMPTY
6020_0_0,6,GEOMETRYCOLLECTION EMPTY
6020_0_0,7,GEOMETRYCOLLECTION EMPTY
6020_0_0,8,GEOMETRYCOLLECTION EMPTY
6020_0_0,9,GEOMETRYCOLLECTION EMPTY
6020_0_0,10,GEOMETRYCOLLECTION EMPTY
6020_0_1,1,GEOMETRYCOLLECTION EMPTY
6020_0_1,2,GEOMETRYCOLLECTION EMPTY
6020_0_1,3,GEOMETRYCOLLECTION EMPTY
6020_0_1,4,GEOMETRYCOLLECTION EMPTY
6020_0_1,5,GEOMETRYCOLLECTION EMPTY
6020_0_1,6,GEOMETRYCOLLECTION EMPTY
6020_0_1,7,GEOMETRYCOLLECTION EMPTY
6020_0_1,8,GEOMETRYCOLLECTION EMPTY
6020_0_1,9,GEOMETRYCOLLECTION EMPTY
6020_0_1,10,GEOMETRYCOLLECTION EMPTY
6020_0_2,1,GEOMETRYCOLLECTION EMPTY
6020_0_2,2,GEOMETRYCOLLECTION EMPTY
6020_0_2,3,GEOMETRYCOLLECTION EMPTY
6020_0_2,4,GEOMETRYCOLLECTION EMPTY
6020_0_2,5,GEOMETRYCOLLECTION EMPTY
6020_0_2,6,GEOMETRYCOLLECTION EMPTY
6020_0_2,7,GEOMETRYCOLLECTION EMPTY
6020_0_2,8,GEOMETRYCOLLECTION EMPTY
6020_0_2,9,GEOMETRYCOLLECTION EMPTY
6020_0_2,10,GEOMETRYCOLLECTION EMPTY
6020_0_3,1,GEOMETRYCOLLECTION EMPTY
6020_0_3,2,GEOMETRYCOLLECTION EMPTY
6020_0_3,3,GEOMETRYCOLLECTION EMPTY
6020_0_3,4,GEOMETRYCOLLECTION EMPTY
6020_0_3,5,GEOMETRYCOLLECTION EMPTY
6020_0_3,6,GEOMETRYCOLLECTION EMPTY
6020_0_3,7,GEOMETRYCOLLECTION EMPTY
6020_0_3,8,GEOMETRYCOLLECTION EMPTY
6020_0_3,9,GEOMETRYCOLLECTION EMPTY
6020_0_3,10,GEOMETRYCOLLECTION EMPTY
6020_2_2,1,GEOMETRYCOLLECTION EMPTY
6020_2_2,2,GEOMETRYCOLLECTION EMPTY
6020_2_2,3,GEOMETRYCOLLECTION EMPTY
6020_2_2,4,GEOMETRYCOLLECTION EMPTY
6020_2_2,5,GEOMETRYCOLLECTION EMPTY
6020_2_2,6,GEOMETRYCOLLECTION EMPTY
6020_2_2,7,GEOMETRYCOLLECTION EMPTY
6020_2_2,8,GEOMETRYCOLLECTION EMPTY
6020_2_2,9,GEOMETRYCOLLECTION EMPTY
6020_2_2,10,GEOMETRYCOLLECTION EMPTY
6020_2_3,1,GEOMETRYCOLLECTION EMPTY
6020_2_3,2,GEOMETRYCOLLECTION EMPTY
6020_2_3,3,GEOMETRYCOLLECTION EMPTY
6020_2_3,4,GEOMETRYCOLLECTION EMPTY
6020_2_3,5,GEOMETRYCOLLECTION EMPTY
6020_2_3,6,GEOMETRYCOLLECTION EMPTY
6020_2_3,7,GEOMETRYCOLLECTION EMPTY
6020_2_3,8,GEOMETRYCOLLECTION EMPTY
6020_2_3,9,GEOMETRYCOLLECTION EMPTY
6020_2_3,10,GEOMETRYCOLLECTION EMPTY
6020_2_0,1,GEOMETRYCOLLECTION EMPTY
6020_2_0,2,GEOMETRYCOLLECTION EMPTY
6020_2_0,3,GEOMETRYCOLLECTION EMPTY
6020_2_0,4,GEOMETRYCOLLECTION EMPTY
6020_2_0,5,GEOMETRYCOLLECTION EMPTY
6020_2_0,6,GEOMETRYCOLLECTION EMPTY
6020_2_0,7,GEOMETRYCOLLECTION EMPTY
6020_2_0,8,GEOMETRYCOLLECTION EMPTY
6020_2_0,9,GEOMETRYCOLLECTION EMPTY
6020_2_0,10,GEOMETRYCOLLECTION EMPTY
6020_2_1,1,GEOMETRYCOLLECTION EMPTY
6020_2_1,2,GEOMETRYCOLLECTION EMPTY
6020_2_1,3,GEOMETRYCOLLECTION EMPTY
6020_2_1,4,GEOMETRYCOLLECTION EMPTY
6020_2_1,5,GEOMETRYCOLLECTION EMPTY
6020_2_1,6,GEOMETRYCOLLECTION EMPTY
6020_2_1,7,GEOMETRYCOLLECTION EMPTY
6020_2_1,8,GEOMETRYCOLLECTION EMPTY
6020_2_1,9,GEOMETRYCOLLECTION EMPTY
6020_2_1,10,GEOMETRYCOLLECTION EMPTY
6020_2_4,1,GEOMETRYCOLLECTION EMPTY
6020_2_4,2,GEOMETRYCOLLECTION EMPTY
6020_2_4,3,GEOMETRYCOLLECTION EMPTY
6020_2_4,4,GEOMETRYCOLLECTION EMPTY
6020_2_4,5,GEOMETRYCOLLECTION EMPTY
6020_2_4,6,GEOMETRYCOLLECTION EMPTY
6020_2_4,7,GEOMETRYCOLLECTION EMPTY
6020_2_4,8,GEOMETRYCOLLECTION EMPTY
6020_2_4,9,GEOMETRYCOLLECTION EMPTY
6020_2_4,10,GEOMETRYCOLLECTION EMPTY
6020_4_0,1,GEOMETRYCOLLECTION EMPTY
6020_4_0,2,GEOMETRYCOLLECTION EMPTY
6020_4_0,3,GEOMETRYCOLLECTION EMPTY
6020_4_0,4,GEOMETRYCOLLECTION EMPTY
6020_4_0,5,GEOMETRYCOLLECTION EMPTY
6020_4_0,6,GEOMETRYCOLLECTION EMPTY
6020_4_0,7,GEOMETRYCOLLECTION EMPTY
6020_4_0,8,GEOMETRYCOLLECTION EMPTY
6020_4_0,9,GEOMETRYCOLLECTION EMPTY
6020_4_0,10,GEOMETRYCOLLECTION EMPTY
6020_4_1,1,GEOMETRYCOLLECTION EMPTY
6020_4_1,2,GEOMETRYCOLLECTION EMPTY
6020_4_1,3,GEOMETRYCOLLECTION EMPTY
6020_4_1,4,GEOMETRYCOLLECTION EMPTY
6020_4_1,5,GEOMETRYCOLLECTION EMPTY
6020_4_1,6,GEOMETRYCOLLECTION EMPTY
6020_4_1,7,GEOMETRYCOLLECTION EMPTY
6020_4_1,8,GEOMETRYCOLLECTION EMPTY
6020_4_1,9,GEOMETRYCOLLECTION EMPTY
6020_4_1,10,GEOMETRYCOLLECTION EMPTY
6020_4_2,1,GEOMETRYCOLLECTION EMPTY
6020_4_2,2,GEOMETRYCOLLECTION EMPTY
6020_4_2,3,GEOMETRYCOLLECTION EMPTY
6020_4_2,4,GEOMETRYCOLLECTION EMPTY
6020_4_2,5,GEOMETRYCOLLECTION EMPTY
6020_4_2,6,GEOMETRYCOLLECTION EMPTY
6020_4_2,7,GEOMETRYCOLLECTION EMPTY
6020_4_2,8,GEOMETRYCOLLECTION EMPTY
6020_4_2,9,GEOMETRYCOLLECTION EMPTY
6020_4_2,10,GEOMETRYCOLLECTION EMPTY
6020_4_3,1,GEOMETRYCOLLECTION EMPTY
6020_4_3,2,GEOMETRYCOLLECTION EMPTY
6020_4_3,3,GEOMETRYCOLLECTION EMPTY
6020_4_3,4,GEOMETRYCOLLECTION EMPTY
6020_4_3,5,GEOMETRYCOLLECTION EMPTY
6020_4_3,6,GEOMETRYCOLLECTION EMPTY
6020_4_3,7,GEOMETRYCOLLECTION EMPTY
6020_4_3,8,"MULTIPOLYGON (((0.0055822600435345 -0.0037711094295506, 0.0055689846357235 -0.0037755349324704, 0.0055660798214683 -0.0037766609971615, 0.0055632964221796 -0.0037780605579857, 0.0055606601129129 -0.0037797207049011, 0.0055581952119137 -0.0037816261241277, 0.0055559244562970 -0.0037837592394072, 0.0055538687923127 -0.0037861003741330, 0.0055520471821293 -0.0037886279328535, 0.0055504764289210 -0.0037913186004769, 0.0055491710218686 -0.0037941475573371, 0.0055481430025067 -0.0037970887081394, 0.0055474018536480 -0.0038001149226728, 0.0055469544119106 -0.0038031982860684, 0.0055468048046548 -0.0038063103562961, 0.0055468048046548 -0.0038253133533198, 0.0055346805452606 -0.0038374386181960, 0.0055325133360113 -0.0038398334094333, 0.0055305949947903 -0.0038424318621672, 0.0055289445390722 -0.0038452082166384, 0.0055275783306486 -0.0038481349494585, 0.0055265099134260 -0.0038511830464636, 0.0055257498791578 -0.0038543222903460, 0.0055253057624432 -0.0038575215602134, 0.0055251819660329 -0.0038607491401061, 0.0055253797171827 -0.0038639730334128, 0.0055258970554866 -0.0038671612800693, 0.0055267288523116 -0.0038702822733945, 0.0055278668616405 -0.0038733050734230, 0.0055292998018185 -0.0038761997136286, 0.0055310134673941 -0.0038789374979975, 0.0055329908699447 -0.0038814912855061, 0.0055352124064913 -0.0038838357591836, 0.0055376560538329 -0.0038859476770916, 0.0055402975868730 -0.0038878061027335, 0.0055431108187756 -0.0038893926126076, 0.0055766897781873 -0.0039061834846887, 0.0055792422596528 -0.0039112888709816, 0.0055792422596528 -0.0039252575549304, 0.0055793979010651 -0.0039284316168663, 0.0055798633317048 -0.0039315752192312, 0.0055806340851126 -0.0039346581947563, 0.0055817027648300 -0.0039376509579722, 0.0055830591153777 -0.0039405247891231, 0.0055846901206721 -0.0039432521097729, 0.0055958733109314 -0.0039600282863186, 0.0055958333340445 -0.0039601082467231, 0.0055563055152593 -0.0039996393436064, 0.0055542801919331 -0.0040018619376113, 0.0055524693577803 -0.0040042625364611, 0.0055508885725823 -0.0040068205127593, 0.0055495514194011 -0.0040095138868276, 0.0055484693878650 -0.0040123195155680, 0.0055400783994006 -0.0040374945685908, 0.0055130555752620 -0.0040645196337705, 0.0055107321082078 -0.0040671068948177, 0.0055086989209081 -0.0040699280254508, 0.0055069793778985 -0.0040729506064200, 0.0054961668928991 -0.0040945773698080, 0.0054947572316919 -0.0040978300571165, 0.0054937108809661 -0.0041012171528650, 0.0054850774948582 -0.0041357535612122, 0.0054698056352647 -0.0041510266873227, 0.0054676678878643 -0.0041533855237155, 0.0054657716215269 -0.0041559425549304, 0.0054641350983341 -0.0041586731553590, 0.0054627740788988 -0.0041615510278265, 0.0054617016705821 -0.0041645484568476, 0.0054609282012624 -0.0041676365755426, 0.0054604611198721 -0.0041707856436401, 0.0054603049246602 -0.0041739653338929, 0.0054603049246602 -0.0041908139391924, 0.0054184164371690 -0.0042243275082826, 0.0054157432102680 -0.0042267203591808, 0.0053833057552701 -0.0042591605042629, 0.0053812804319439 -0.0042613830982679, 0.0053794695977910 -0.0042637836971176, 0.0053778888125931 -0.0042663416734158, 0.0053765516594118 -0.0042690350474841, 0.0053754696278757 -0.0042718406762245, 0.0053653861297640 -0.0043020936792761, 0.0053579586640594 -0.0043169498426259, 0.0053454704461322 -0.0043294390962187, 0.0053202974807390 -0.0043378307805596, 0.0053172492217469 -0.0043390209525531, 0.0053143363771693 -0.0043405122146418, 0.0053115885911226 -0.0043422893902015, 0.0053090338279172 -0.0043443343928574, 0.0053066980874635 -0.0043466264105490, 0.0053046051406699 -0.0043491421173361, 0.0052721676856719 -0.0043923956441121, 0.0052703816840844 -0.0043950385651768, 0.0052688638632492 -0.0043978441311269, 0.0052676288990691 -0.0044007852147735, 0.0052666887324885 -0.0044038333785982, 0.0052660524540358 -0.0044069591497181, 0.0052657262159263 -0.0044101323048606, 0.0052657131725762 -0.0044133221625939, 0.0052660134501027 -0.0044164978799880, 0.0052666241451038 -0.0044196287508366, 0.0052675393527321 -0.0044226845025575, 0.0052687502237889 -0.0044256355888998, 0.0052702450502878 -0.0044284534756288, 0.0052720093786596 -0.0044311109164248, 0.0052740261495050 -0.0044335822163298, 0.0052762758625432 -0.0044358434801933, 0.0052787367651607 -0.0044378728437165, 0.0052813850627391 -0.0044396506848590, 0.0052841951487269 -0.0044411598135657, 0.0052871398522302 -0.0044423856379786, 0.0052901907007302 -0.0044433163055262, 0.0052933181953857 -0.0044439428175270, 0.0052964920962590 -0.0044442591161981, 0.0052996817147080 -0.0044442621432280, 0.0053028562101162 -0.0044439518693484, 0.0053059848880928 -0.0044433312946164, 0.0053314174092746 -0.0044369726370322, 0.0053400558152728 -0.0044456117594256, 0.0053424144560602 -0.0044477496841125, 0.0053449712752345 -0.0044496461077098, 0.0053477016492293 -0.0044512827666218, 0.0053505792830504 -0.0044526438989284, 0.0053535764635112 -0.0044537163961814, 0.0053566643261253 -0.0044544899296460, 0.0053598131330878 -0.0044549570497721, 0.0053629925596663 -0.0044551132579375, 0.0053846175296649 -0.0044551132579375, 0.0053877969562434 -0.0044549570497721, 0.0053909457632059 -0.0044544899296460, 0.0053940336258200 -0.0044537163961814, 0.0053970308062807 -0.0044526438989284, 0.0053999084401019 -0.0044512827666218, 0.0054026388140967 -0.0044496461077098, 0.0054051956332710 -0.0044477496841125, 0.0054075542740584 -0.0044456117594256, 0.0054291792440571 -0.0044239849960376, 0.0054313277505713 -0.0044216130415456, 0.0054332320936422 -0.0044190409043100, 0.0054470618928975 -0.0043982944850397, 0.0054980750644106 -0.0043897915846885, 0.0055011968691738 -0.0043891117109837, 0.0055042366526268 -0.0043881279967874, 0.0055071649242817 -0.0043868499856120, 0.0055099532754832 -0.0043852900760952, 0.0055125746550158 -0.0043834634017138, 0.0055150036315409 -0.0043813876839668, 0.0055172166403200 -0.0043790830604494, 0.0055191922118273 -0.0043765718894887, 0.0055209111800370 -0.0043738785332334, 0.0055223568683630 -0.0043710291213049, 0.0055235152514460 -0.0043680512972998, 0.0055319062399104 -0.0043428762442770, 0.0055335819728383 -0.0043412003723782, 0.0055436497640521 -0.0043361660593032, 0.0055586085035301 -0.0043361660593032, 0.0055828741669990 -0.0043523445098731, 0.0055856375396965 -0.0043539949729856, 0.0055885508633068 -0.0043553634252133, 0.0055915854533633 -0.0043564363928308, 0.0055947114314147 -0.0043572033114423, 0.0055978980192071 -0.0043576566299980, 0.0056011138417258 -0.0043577918851418, 0.0056043272361120 -0.0043576077451569, 0.0056075065634141 -0.0043571060230782, 0.0056106205201039 -0.0043562916588410, 0.0056136384462893 -0.0043551726706428, 0.0056165306275910 -0.0043537600759963, 0.0056192685877085 -0.0043520677832512, 0.0056218253687969 -0.0043501124546538, 0.0056241757968928 -0.0043479133422905, 0.0056262967297760 -0.0043454920985329, 0.0056281672848268 -0.0043428725628494, 0.0056297690446358 -0.0043400805270827, 0.0056310862383405 -0.0043371434815041, 0.0056321058969047 -0.0043340903441462, 0.0056328179808114 -0.0043309511760760, 0.0056332154789112 -0.0043277568854157, 0.0056332944774539 -0.0043245389230224, 0.0056330541986228 -0.0043213289728239, 0.0056224921996501 -0.0042368259736697, 0.0056224921996501 -0.0042248769401083, 0.0056266940159289 -0.0042164726106256, 0.0056751931721406 -0.0041776700679732, 0.0056776104974847 -0.0041755303158977, 0.0056798031838572 -0.0041731608646937, 0.0056817495141284 -0.0041705851822318, 0.0056834302111648 -0.0041678287789686, 0.0056848286287574 -0.0041649189552825, 0.0056859309164909 -0.0041618845310815, 0.0056867261569235 -0.0041587555603603, 0.0056872064737169 -0.0041555630335354, 0.0056873671096461 -0.0041523385705048, 0.0056873671096461 -0.0041441489551751, 0.0056994913690403 -0.0041320236902989, 0.0057016291164407 -0.0041296648539061, 0.0057035253827780 -0.0041271078226912, 0.0057051619059708 -0.0041243772222626, 0.0057065229254061 -0.0041214993497952, 0.0057075953337228 -0.0041185019207740, 0.0057083688030425 -0.0041154138020791, 0.0057088358844329 -0.0041122647339816, 0.0057089920796447 -0.0041090850437287, 0.0057089920796447 -0.0041048197191116, 0.0057188133507681 -0.0040982716620347, 0.0057243701665943 -0.0040982716620347, 0.0057726325062891 -0.0041175781988983, 0.0057755476208714 -0.0041185863774186, 0.0057785453079328 -0.0041193130879905, 0.0057815984616458 -0.0041197517595174, 0.0057846794746400 -0.0041198984254228, 0.0058063044446387 -0.0041198984254228, 0.0058094838712171 -0.0041197422172574, 0.0058126326781796 -0.0041192750971313, 0.0058157205407937 -0.0041185015636667, 0.0058187177212545 -0.0041174290664137, 0.0058215953550757 -0.0041160679341071, 0.0058243257290705 -0.0041144312751951, 0.0058268825482448 -0.0041125348515977, 0.0058292411890322 -0.0041103969269109, 0.0058471440378188 -0.0040924925934157, 0.0058572118290326 -0.0040874582803407, 0.0058711793546346 -0.0040874582803407, 0.0058743572463545 -0.0040873022233214, 0.0058775045628529 -0.0040868355537237, 0.0058805910230796 -0.0040860627614824, 0.0058835869314965 -0.0040849912818078, 0.0058864634637851 -0.0040836314236505, 0.0058891929441717 -0.0040819962705161, 0.0058917491117028 -0.0040801015545861, 0.0058941073729071 -0.0040779655053547, 0.0058962450384155 -0.0040756086742392, 0.0058981415412604 -0.0040730537368494, 0.0058997786347550 -0.0040703252748210, 0.0059011405680494 -0.0040674495393099, 0.0059022142376724 -0.0040644541984235, 0.0059029893136036 -0.0040613680710202, 0.0059034583386606 -0.0040582208494359, 0.0059036168002464 -0.0040550428138076, 0.0059034631737658 -0.0040518645407414, 0.0059029989372943 -0.0040487166091277, 0.0059022285573568 -0.0040456293059348, 0.0059011594459547 -0.0040426323348114, 0.0058998018892525 -0.0040397545303005, 0.0058981689486133 -0.0040370235804160, 0.0058819918396340 -0.0040127559045612, 0.0058819918396340 -0.0039885601939671, 0.0058856858255132 -0.0039867130478538, 0.0058885276306764 -0.0039851084718135, 0.0058911938391946 -0.0039832264480570, 0.0058936574641054 -0.0039810860261461, 0.0058958935689675 -0.0039787088711101, 0.0058978795202631 -0.0039761190441553, 0.0058995952164916 -0.0039733427591212, 0.0059010232916332 -0.0039704081171480, 0.0059021492909258 -0.0039673448222412, 0.0059029618171737 -0.0039641838806118, 0.0059034526461083 -0.0039609572868363, 0.0059036168096326 -0.0039576977000124, 0.0059036168096326 -0.0039495080846827, 0.0059170528434216 -0.0039360709366244, 0.0059576792346293 -0.0039360709366244, 0.0059608586612077 -0.0039359147284590, 0.0059640074681702 -0.0039354476083329, 0.0059670953307843 -0.0039346740748683, 0.0059700925112451 -0.0039336015776153, 0.0059729701450662 -0.0039322404453087, 0.0059757005190610 -0.0039306037863967, 0.0059782573382353 -0.0039287073627993, 0.0059806159790228 -0.0039265694381125, 0.0060022409490214 -0.0039049426747245, 0.0060043786964218 -0.0039025838383316, 0.0060062749627592 -0.0039000268071167, 0.0060063490362032 -0.0038999032127925, 0.0060067628073645 -0.0039005642613855, 0.0060087402099151 -0.0039031180488941, 0.0060109617464617 -0.0039054625225716, 0.0060134053938033 -0.0039075744404797, 0.0060160469268434 -0.0039094328661215, 0.0060188601587460 -0.0039110193759956, 0.0060404851287447 -0.0039218327576897, 0.0060433458891005 -0.0039230947601896, 0.0060463148547640 -0.0039240754427989, 0.0060493644397977 -0.0039247656935736, 0.0060524663091947 -0.0039251590990965, 0.0060555916421517 -0.0039252520040679, 0.0060587113998554 -0.0039250435452674, 0.0060617965952945 -0.0039245356595757, 0.0060648185625905 -0.0039237330659772, 0.0060677492233451 -0.0039226432217143, 0.0060705613475279 -0.0039212762529991, 0.0060732288064832 -0.0039196448609262, 0.0060757268157019 -0.0039177642034613, 0.0060780321651055 -0.0039156517546021, 0.0060801234347007 -0.0039133271420200, 0.0060819811936018 -0.0039108119646909, 0.0061036061636005 -0.0038783718196088, 0.0061056295113789 -0.0038748849386869, 0.0061164419963782 -0.0038532581752989, 0.0061178937918202 -0.0038498909168385, 0.0061189563263767 -0.0038463813125586, 0.0061196160235926 -0.0038427742061635, 0.0061304285085919 -0.0037562671526113, 0.0061306623656548 -0.0037532820550151, 0.0061306200165968 -0.0037502881091045, 0.0061303018222065 -0.0037473108215147, 0.0061297104933106 -0.0037443755569622, 0.0061188980083113 -0.0037011220301861, 0.0061178516575854 -0.0036977349344377, 0.0061164419963782 -0.0036944822471292, 0.0061056295113789 -0.0036728554837412, 0.0061044059071388 -0.0036706303264345, 0.0061030120124745 -0.0036685077063304, 0.0060576561003527 -0.0036050041633578, 0.0060648355833146 -0.0035762838498913, 0.0060654577580615 -0.0035731437142282, 0.0060657674383471 -0.0035699575410031, 0.0060657616085912 -0.0035667563562826, 0.0060654403255623 -0.0035635713323108, 0.0060648067178249 -0.0035604334839633, 0.0060638669552745 -0.0035573733667323, 0.0060626301890569 -0.0035544207791863, 0.0060611084624566 -0.0035516044727995, 0.0060593165936229 -0.0035489518719783, 0.0060268791386249 -0.0035056983452023, 0.0060251507292858 -0.0035035850832536, 0.0060232507613632 -0.0035016246512732, 0.0060211926921191 -0.0034998309347831, 0.0059671302671224 -0.0034565774080070, 0.0059648598122824 -0.0034549170732115, 0.0059324223572844 -0.0034332903098235, 0.0059296952627963 -0.0034316591692674, 0.0059268216699565 -0.0034303027062356, 0.0059238291549142 -0.0034292339378912, 0.0059207464350434 -0.0034284631205636, 0.0059176030933603 -0.0034279976513252, 0.0059144292946319 -0.0034278419970053, 0.0058928043246333 -0.0034278419970053, 0.0058895450081092 -0.0034280061741440, 0.0058863186818975 -0.0034284970437836, 0.0058831580023877 -0.0034293096374155, 0.0058800949615032 -0.0034304357300889, 0.0058771605628838 -0.0034318639236628, 0.0058743845080719 -0.0034335797621763, 0.0058717948958772 -0.0034355658781697, 0.0058694179379657 -0.0034378021684751, 0.0058672776935484 -0.0034402659976978, 0.0058653958258578 -0.0034429324273285, 0.0058637913828763 -0.0034457744681667, 0.0058619443899367 -0.0034494687603933, 0.0058387418996367 -0.0034494687603933, 0.0058355624730582 -0.0034496249685587, 0.0058324136660957 -0.0034500920886848, 0.0058293258034816 -0.0034508656221494, 0.0058263286230208 -0.0034519381194024, 0.0058234509891997 -0.0034532992517090, 0.0058207206152049 -0.0034549359106210, 0.0058181637960306 -0.0034568323342184, 0.0058158051552431 -0.0034589702589052, 0.0057941801852445 -0.0034805970222932, 0.0057920316787303 -0.0034829689767852, 0.0057901273356594 -0.0034855411140209, 0.0057685023656607 -0.0035179812591029, 0.0057668713603663 -0.0035207085797528, 0.0057655150098185 -0.0035235824109037, 0.0057644463301012 -0.0035265751741196, 0.0057636755766933 -0.0035296581496447, 0.0057632101460537 -0.0035328017520096, 0.0057630545046414 -0.0035359758139455, 0.0057630545046414 -0.0035413825047925, 0.0057327795466432 -0.0035640906063500, 0.0057293052752485 -0.0035671040758454, 0.0057184927902492 -0.0035779174575395, 0.0057161693231951 -0.0035805047185867, 0.0057141361358953 -0.0035833258492198, 0.0057124165928857 -0.0035863484301890, 0.0057016041078864 -0.0036079751935770, 0.0057003855051274 -0.0036107242479733, 0.0056994266700714 -0.0036135743395357, 0.0056987358416087 -0.0036165009785548, 0.0056983189557549 -0.0036194790175792, 0.0056981795946454 -0.0036224828674977, 0.0056981795946454 -0.0036240605186251, 0.0056944856087662 -0.0036259076647384, 0.0056918834940388 -0.0036273619755741, 0.0056894258603173 -0.0036290490377571, 0.0056871334621750 -0.0036309546041460, 0.0056850256587802 -0.0036330625823439, 0.0056831202504095 -0.0036353551705980, 0.0056814333281253 -0.0036378130081346, 0.0056799791378877 -0.0036404153386591, 0.0056691666528884 -0.0036620421020471, 0.0056677569916812 -0.0036652947893556, 0.0056667106409553 -0.0036686818851041, 0.0056619800539686 -0.0036876058023080, 0.0056594139061065 -0.0036879864859533, 0.0056563260434924 -0.0036887600194179, 0.0056533288630316 -0.0036898325166709, 0.0056504512292104 -0.0036911936489775, 0.0056477208552156 -0.0036928303078895, 0.0056451640360413 -0.0036947267314869, 0.0056428053952539 -0.0036968646561737, 0.0056103679402559 -0.0037293048012558, 0.0056082194337417 -0.0037316767557477, 0.0056063150906708 -0.0037342488929834, 0.0055846901206721 -0.0037666890380655, 0.0055830591153777 -0.0037694163587153, 0.0055822600435345 -0.0037711094295506)))"
6020_4_3,9,GEOMETRYCOLLECTION EMPTY
6020_4_3,10,GEOMETRYCOLLECTION EMPTY
6020_4_4,1,GEOMETRYCOLLECTION EMPTY
6020_4_4,2,GEOMETRYCOLLECTION EMPTY
6020_4_4,3,GEOMETRYCOLLECTION EMPTY
6020_4_4,4,GEOMETRYCOLLECTION EMPTY
6020_4_4,5,GEOMETRYCOLLECTION EMPTY
6020_4_4,6,GEOMETRYCOLLECTION EMPTY
6020_4_4,7,GEOMETRYCOLLECTION EMPTY
6020_4_4,8,GEOMETRYCOLLECTION EMPTY
6020_4_4,9,GEOMETRYCOLLECTION EMPTY
6020_4_4,10,GEOMETRYCOLLECTION EMPTY
6110_0_1,1,GEOMETRYCOLLECTION EMPTY
6110_0_1,2,GEOMETRYCOLLECTION EMPTY
6110_0_1,3,GEOMETRYCOLLECTION EMPTY
6110_0_1,4,GEOMETRYCOLLECTION EMPTY
6110_0_1,5,GEOMETRYCOLLECTION EMPTY
6110_0_1,6,GEOMETRYCOLLECTION EMPTY
6110_0_1,7,GEOMETRYCOLLECTION EMPTY
6110_0_1,8,GEOMETRYCOLLECTION EMPTY
6110_0_1,9,GEOMETRYCOLLECTION EMPTY
6110_0_1,10,GEOMETRYCOLLECTION EMPTY
6150_0_4,1,GEOMETRYCOLLECTION EMPTY
6150_0_4,2,GEOMETRYCOLLECTION EMPTY
6150_0_4,3,GEOMETRYCOLLECTION EMPTY
6150_0_4,4,GEOMETRYCOLLECTION EMPTY
6150_0_4,5,GEOMETRYCOLLECTION EMPTY
6150_0_4,6,GEOMETRYCOLLECTION EMPTY
6150_0_4,7,GEOMETRYCOLLECTION EMPTY
6150_0_4,8,GEOMETRYCOLLECTION EMPTY
6150_0_4,9,GEOMETRYCOLLECTION EMPTY
6150_0_4,10,GEOMETRYCOLLECTION EMPTY
6150_0_0,1,GEOMETRYCOLLECTION EMPTY
6150_0_0,2,GEOMETRYCOLLECTION EMPTY
6150_0_0,3,GEOMETRYCOLLECTION EMPTY
6150_0_0,4,GEOMETRYCOLLECTION EMPTY
6150_0_0,5,GEOMETRYCOLLECTION EMPTY
6150_0_0,6,GEOMETRYCOLLECTION EMPTY
6150_0_0,7,GEOMETRYCOLLECTION EMPTY
6150_0_0,8,GEOMETRYCOLLECTION EMPTY
6150_0_0,9,GEOMETRYCOLLECTION EMPTY
6150_0_0,10,GEOMETRYCOLLECTION EMPTY
6150_0_1,1,GEOMETRYCOLLECTION EMPTY
6150_0_1,2,GEOMETRYCOLLECTION EMPTY
6150_0_1,3,GEOMETRYCOLLECTION EMPTY
6150_0_1,4,GEOMETRYCOLLECTION EMPTY
6150_0_1,5,GEOMETRYCOLLECTION EMPTY
6150_0_1,6,GEOMETRYCOLLECTION EMPTY
6150_0_1,7,GEOMETRYCOLLECTION EMPTY
6150_0_1,8,GEOMETRYCOLLECTION EMPTY
6150_0_1,9,GEOMETRYCOLLECTION EMPTY
6150_0_1,10,GEOMETRYCOLLECTION EMPTY
6150_0_2,1,GEOMETRYCOLLECTION EMPTY
6150_0_2,2,GEOMETRYCOLLECTION EMPTY
6150_0_2,3,GEOMETRYCOLLECTION EMPTY
6150_0_2,4,GEOMETRYCOLLECTION EMPTY
6150_0_2,5,GEOMETRYCOLLECTION EMPTY
6150_0_2,6,GEOMETRYCOLLECTION EMPTY
6150_0_2,7,GEOMETRYCOLLECTION EMPTY
6150_0_2,8,GEOMETRYCOLLECTION EMPTY
6150_0_2,9,GEOMETRYCOLLECTION EMPTY
6150_0_2,10,GEOMETRYCOLLECTION EMPTY
6150_0_3,1,GEOMETRYCOLLECTION EMPTY
6150_0_3,2,GEOMETRYCOLLECTION EMPTY
6150_0_3,3,GEOMETRYCOLLECTION EMPTY
6150_0_3,4,GEOMETRYCOLLECTION EMPTY
6150_0_3,5,GEOMETRYCOLLECTION EMPTY
6150_0_3,6,GEOMETRYCOLLECTION EMPTY
6150_0_3,7,GEOMETRYCOLLECTION EMPTY
6150_0_3,8,GEOMETRYCOLLECTION EMPTY
6150_0_3,9,GEOMETRYCOLLECTION EMPTY
